0 Deg Regular Run 13 2018-04-12
Time(s) Response(deg) LoadCell(N)
14.780000 -9.399264 -2.020576
14.800000 -9.247301 -2.026625
14.820000 -9.078914 -2.014302
14.840000 -8.907506 -2.017425
14.860000 -8.720422 -2.017439
14.880000 -8.521161 -2.021416
14.900000 -8.307377 -2.019469
14.920000 -8.084240 -2.014988
14.940000 -7.848113 -2.016305
14.960000 -7.603028 -2.023628
14.980000 -7.351783 -2.024553
15.000000 -7.090772 -2.017131
15.020000 -6.815289 -2.014750
15.040000 -6.535300 -2.020814
15.060000 -6.244082 -2.011165
15.080000 -5.943479 -2.014484
15.100000 -5.637110 -2.015408
15.120000 -5.320996 -2.022578
15.140000 -4.996693 -2.019525
15.160000 -4.667212 -2.017915
15.180000 -4.329175 -2.017089
15.200000 -3.986751 -2.013686
15.220000 -3.638967 -2.024833
15.240000 -3.285579 -2.027549
15.260000 -2.934020 -2.024511
15.280000 -2.580403 -2.023278
15.300000 -2.220433 -2.020828
15.320000 -1.866844 -2.012510
15.340000 -1.486720 -2.021780
15.360000 -1.090261 -2.014834
15.380000 -0.679469 -2.016683
15.400000 -0.267591 -2.020534
15.420000 0.132598 -2.021556
15.440000 0.521156 -2.025449
15.460000 0.891027 -2.019315
15.480000 1.243813 -2.011712
15.500000 1.586719 -2.016781
15.520000 1.930921 -2.014428
15.540000 2.282866 -2.009891
15.560000 2.641566 -2.016249
15.580000 2.999513 -2.017103
15.600000 3.347766 -2.020506
15.620000 3.696642 -2.019820
15.640000 4.038632 -2.018531
15.660000 4.376212 -2.011810
15.680000 4.709262 -2.019063
15.700000 5.037849 -2.016991
15.720000 5.358447 -2.006320
15.740000 5.673811 -2.021528
15.760000 5.978636 -2.012804
15.780000 6.276601 -2.017943
15.800000 6.564715 -2.006110
15.820000 6.848256 -2.014750
15.840000 7.123860 -2.015675
15.860000 7.388160 -2.018097
15.880000 7.643602 -2.016907
15.900000 7.889772 -2.016935
15.920000 8.127088 -2.018979
15.940000 8.355055 -2.021038
15.960000 8.572244 -2.022368
15.980000 8.780235 -2.018139
16.000000 8.978164 -2.014274
16.020000 9.167265 -2.015647
16.040000 9.345877 -2.013532
16.060000 9.511763 -2.021612
16.080000 9.668958 -2.024553
16.100000 9.814068 -2.022004
16.120000 9.948250 -2.020730
16.140000 10.073600 -2.021864
16.160000 10.186383 -2.018475
16.180000 10.291481 -2.011880
16.200000 10.385647 -2.019890
16.220000 10.470006 -2.018965
16.240000 10.547684 -2.010955
16.260000 10.613420 -2.010717
16.280000 10.668281 -2.019147
16.300000 10.717675 -2.013182
16.320000 10.756136 -2.023138
16.340000 10.784572 -2.016739
16.360000 10.806386 -2.013504
16.380000 10.814891 -2.009961
16.400000 10.811663 -2.014932
16.420000 10.804331 -2.018587
16.440000 10.784428 -2.020394
16.460000 10.754946 -2.018223
16.480000 10.717532 -2.018657
