% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
15.480000 -0.413937 -1.951077
15.500000 -0.411368 -1.949957
15.520000 -0.408237 -1.954970
15.540000 -0.404685 -1.949971
15.560000 -0.400803 -1.953780
15.580000 -0.397989 -1.944845
15.600000 -0.393552 -1.949803
15.620000 -0.389329 -1.953486
15.640000 -0.384982 -1.948178
15.660000 -0.380081 -1.946512
15.680000 -0.375360 -1.943179
15.700000 -0.370677 -1.948850
15.720000 -0.365640 -1.952575
15.740000 -0.364311 -1.953766
15.760000 -0.361491 -1.960515
15.780000 -0.361245 -1.950125
15.800000 -0.361499 -1.943473
15.820000 -0.363159 -1.952141
15.840000 -0.364049 -1.948948
15.860000 -0.364446 -1.948276
15.880000 -0.364654 -1.953360
15.900000 -0.365801 -1.951539
15.920000 -0.364787 -1.944257
15.940000 -0.364879 -1.950713
15.960000 -0.364685 -1.948948
15.980000 -0.365571 -1.953472
16.000000 -0.364911 -1.956090
16.020000 -0.365236 -1.959171
16.040000 -0.365476 -1.957028
16.060000 -0.365122 -1.948878
16.080000 -0.363037 -1.950783
16.100000 -0.361884 -1.953654
16.120000 -0.361613 -1.951805
16.140000 -0.363303 -1.950433
16.160000 -0.362380 -1.944705
16.180000 -0.360632 -1.944916
16.200000 -0.360580 -1.953738
16.220000 -0.358811 -1.952295
16.240000 -0.358037 -1.946596
16.260000 -0.356346 -1.953472
16.280000 -0.356848 -1.949383
